,Dice score
205,0.9727936387062073
206,0.9578873515129089
207,0.968933641910553
208,0.9269779920578003
209,0.9784722924232483
210,0.911341667175293
211,0.9777752757072449
212,0.971479594707489
213,0.920471727848053
214,0.9630071520805359
215,0.9428265690803528
216,0.9326870441436768
217,0.9705005884170532
218,0.976698100566864
219,0.9545475840568542
220,0.9671254754066467
221,0.9620639681816101
222,0.9658681750297546
223,0.9606518745422363
224,0.979041576385498
225,0.9789108037948608
226,0.9676177501678467
227,0.9607077836990356
228,0.9767186045646667
229,0.9761883020401001
230,0.9787470102310181
231,0.966336190700531
232,0.9767775535583496
233,0.9613189101219177
234,0.9683226943016052
235,0.9672886729240417
236,0.9755447506904602
237,0.9562773704528809
238,0.9602699279785156
239,0.9478113055229187
240,0.9708262085914612
241,0.9641646146774292
242,0.9472472667694092
243,0.9745833873748779
244,0.960724949836731
245,0.9397495985031128
246,0.9295341372489929
247,0.946909487247467
248,0.9669844508171082
249,0.902574360370636
250,0.9531199336051941
251,0.9316838979721069
252,0.957859218120575
253,0.9616904854774475
254,0.0
255,0.9589554071426392
256,0.956721305847168
257,0.975188136100769
258,0.9481542110443115
259,0.9622721672058105
260,0.9586708545684814
261,0.9719688296318054
262,0.9087178111076355
263,0.9648375511169434
264,0.9781284928321838
265,0.9426922798156738
266,0.9662405252456665
267,0.9486772418022156
268,0.9565339088439941
269,0.9755873084068298
270,0.974795937538147
271,0.9672976732254028
272,0.9598496556282043
273,0.8916395306587219
274,0.909829318523407
275,0.8143372535705566
276,0.961905837059021
277,0.9235096573829651
278,0.9527633190155029
279,0.9708977341651917
280,0.9024189710617065
281,0.9587311744689941
282,0.9712482690811157
283,0.9414180517196655
284,0.9225685000419617
285,0.9243573546409607
286,0.9416509866714478
287,0.9697480201721191
288,0.9478418231010437
289,0.9281076788902283
290,0.9253736138343811
291,0.9295915961265564
292,0.9623544216156006
293,0.951737642288208
294,0.9498075246810913
295,0.9730001091957092
296,0.9276397228240967
297,0.9671309590339661
298,0.96630859375
299,0.959851861000061
300,0.9656200408935547
301,0.9781416654586792
302,0.9722228050231934
303,0.9750755429267883
304,0.946884036064148
305,0.965721845626831
306,0.9486798048019409
307,0.9606415033340454
308,0.7974128127098083
309,0.8628300428390503
310,0.9758387207984924
311,0.9774161577224731
312,0.9659959077835083
313,0.9633959531784058
314,0.9819191694259644
315,0.9751386642456055
316,0.9692766070365906
317,0.9631965160369873
318,0.9609965682029724
319,0.9723527431488037
320,0.968015193939209
