,Dice score
182,0.9569012522697449
183,0.9697559475898743
184,0.9798755645751953
185,0.9737710356712341
186,0.9776726365089417
187,0.980995237827301
188,0.965892493724823
189,0.9546270370483398
190,0.968909740447998
191,0.9759558439254761
192,0.9768218398094177
193,0.9460745453834534
194,0.9731207489967346
195,0.9670934081077576
196,0.9763450026512146
197,0.963621973991394
198,0.9724051356315613
199,0.9712796807289124
200,0.973869264125824
201,0.9674314260482788
202,0.9607940912246704
203,0.9670936465263367
204,0.9747311472892761
205,0.966600239276886
206,0.9603017568588257
207,0.9677696824073792
208,0.9791980981826782
209,0.9720644354820251
210,0.9733777642250061
211,0.9797611832618713
212,0.9537885785102844
213,0.963092565536499
214,0.9660903811454773
215,0.9387755393981934
216,0.968351423740387
217,0.9769795536994934
218,0.9779556393623352
219,0.9769191741943359
220,0.9713819026947021
221,0.9810128808021545
222,0.9767531156539917
223,0.9710798263549805
224,0.9682327508926392
225,0.9594988822937012
226,0.9637762308120728
227,0.9666141271591187
228,0.9768704771995544
229,0.9700783491134644
230,0.9719604849815369
231,0.9740872383117676
232,0.9759846925735474
233,0.9781109094619751
234,0.9564926028251648
235,0.9748989939689636
236,0.9764705896377563
237,0.9806963801383972
238,0.9757559895515442
239,0.9642816781997681
240,0.9639991521835327
241,0.9713268876075745
242,0.9583175778388977
243,0.9717018604278564
244,0.966719925403595
245,0.9564953446388245
246,0.9777829647064209
247,0.9645694494247437
248,0.9604853391647339
249,0.9719553589820862
250,0.9572331309318542
251,0.9558088183403015
252,0.9447826743125916
253,0.9772664308547974
254,0.9686848521232605
255,0.9625164270401001
256,0.9727256298065186
257,0.9573383331298828
258,0.9350286722183228
259,0.9802411198616028
260,0.9714899063110352
261,0.9754863977432251
262,0.96540766954422
263,0.9790453314781189
264,0.975935697555542
265,0.9709766507148743
266,0.9779245257377625
267,0.9463236331939697
268,0.9782969355583191
269,0.9721758365631104
270,0.9631001949310303
271,0.9496686458587646
272,0.9749118089675903
273,0.9469165802001953
274,0.9776620864868164
275,0.9790046215057373
276,0.9588761925697327
277,0.9651338458061218
278,0.9713144302368164
279,0.9750203490257263
280,0.9593196511268616
281,0.9588202238082886
282,0.9602916836738586
283,0.9569475650787354
284,0.9742031693458557
285,0.9598475098609924
286,0.976670503616333
287,0.945404589176178
288,0.9800106883049011
289,0.9612881541252136
290,0.9712915420532227
291,0.9601362347602844
292,0.98171466588974
293,0.9621977210044861
294,0.9728592038154602
295,0.9712815284729004
296,0.945564866065979
297,0.9546118378639221
298,0.9671950340270996
299,0.9763249158859253
300,0.9724463820457458
301,0.9766275882720947
302,0.9615915417671204
303,0.9549415707588196
304,0.929302453994751
305,0.9767165780067444
306,0.9748513102531433
307,0.9768230319023132
308,0.9626797437667847
309,0.9677533507347107
310,0.9801862835884094
311,0.9729928970336914
312,0.9611222147941589
313,0.9644801616668701
314,0.9804360866546631
315,0.9439660310745239
316,0.9695974588394165
317,0.9728972315788269
318,0.9777925610542297
319,0.9712880253791809
320,0.9758936762809753
