,Dice score
0,0.9757540822029114
1,0.9473491311073303
2,0.9714388847351074
3,0.9802473783493042
4,0.9684439897537231
5,0.9660107493400574
6,0.973060667514801
7,0.9714564681053162
8,0.9702008962631226
9,0.9664326310157776
10,0.9698233604431152
11,0.9539926648139954
12,0.9662585258483887
13,0.9410263895988464
14,0.9699203372001648
15,0.9744774103164673
16,0.9665955305099487
17,0.9774693846702576
18,0.9800001382827759
19,0.9603531956672668
20,0.9685114622116089
21,0.9760521650314331
22,0.9803169369697571
23,0.9718382358551025
24,0.9777793288230896
25,0.9770488142967224
26,0.9685152173042297
27,0.9666287302970886
28,0.9578683972358704
29,0.9623802304267883
30,0.9712997078895569
31,0.9797725081443787
32,0.9758695960044861
33,0.9829344153404236
34,0.9797781109809875
35,0.964779257774353
36,0.9237777590751648
37,0.9739044308662415
38,0.9637309908866882
39,0.9420469403266907
40,0.9797954559326172
41,0.9623520374298096
42,0.9737352728843689
43,0.9764769077301025
44,0.9659715294837952
45,0.9745153188705444
46,0.9527998566627502
47,0.9598739743232727
48,0.9675984382629395
49,0.9671667218208313
50,0.9658326506614685
51,0.9709764719009399
52,0.9725993871688843
53,0.9682923555374146
54,0.9797981381416321
55,0.9610661864280701
56,0.9778369069099426
57,0.949252724647522
58,0.9677874445915222
59,0.9756398797035217
60,0.9586496353149414
61,0.9810898303985596
62,0.9460568428039551
63,0.9304887652397156
64,0.9765185713768005
65,0.9487366080284119
66,0.9662408828735352
67,0.9707545042037964
68,0.981044590473175
69,0.9541042447090149
70,0.9549815654754639
71,0.974658191204071
72,0.8916486501693726
73,0.9746822714805603
74,0.9715765714645386
75,0.9636936187744141
76,0.9776702523231506
77,0.9612407684326172
78,0.9545609354972839
79,0.9661172032356262
80,0.969834566116333
81,0.9814794063568115
82,0.9677623510360718
83,0.9677948355674744
84,0.9805394411087036
85,0.9759343862533569
86,0.9383666515350342
87,0.9558619260787964
88,0.9716417789459229
89,0.9489400386810303
90,0.9649485945701599
91,0.9520965218544006
92,0.9329965710639954
93,0.9480867981910706
94,0.9788559675216675
95,0.9720437526702881
96,0.9686832427978516
97,0.9644184708595276
98,0.9779662489891052
99,0.9793785810470581
100,0.9703123569488525
101,0.9722533226013184
102,0.9712705016136169
103,0.9615275263786316
104,0.9583126306533813
105,0.9669814109802246
106,0.9550660848617554
107,0.948882520198822
108,0.9725787043571472
109,0.9712069034576416
110,0.9739830493927002
111,0.9715893268585205
112,0.9747318625450134
113,0.9664829969406128
114,0.9709532260894775
115,0.9382315874099731
116,0.9739495515823364
117,0.9637129306793213
118,0.9781334400177002
119,0.96593177318573
120,0.9778790473937988
121,0.9386711120605469
122,0.9665854573249817
123,0.9661079049110413
124,0.9750185608863831
125,0.9634613394737244
126,0.9621885418891907
127,0.9609608054161072
128,0.0
129,0.9787687063217163
130,0.9747781157493591
131,0.9767338037490845
132,0.9704664349555969
133,0.950883150100708
134,0.94640052318573
135,0.9678930044174194
136,0.964544415473938
137,0.9360588788986206
138,0.9802109599113464
139,0.9595229625701904
140,0.9503122568130493
141,0.9795843958854675
142,0.967408299446106
143,0.9513509273529053
144,0.9594234228134155
145,0.9728974103927612
146,0.9517817497253418
147,0.9740619659423828
148,0.971372663974762
149,0.9732480049133301
150,0.9651086926460266
151,0.9738059639930725
152,0.9611727595329285
153,0.9588612914085388
154,0.97111576795578
155,0.9730883836746216
156,0.9618455171585083
157,0.9701667428016663
158,0.9671238660812378
159,0.9743339419364929
160,0.9743442535400391
161,0.9735708832740784
162,0.9691526293754578
163,0.9645192623138428
164,0.9775645732879639
165,0.9701958298683167
166,0.9682767391204834
167,0.983195424079895
168,0.9733442068099976
169,0.9719945192337036
170,0.9561259150505066
171,0.9780274629592896
172,0.9766846895217896
173,0.9585211277008057
174,0.9794238209724426
175,0.9668439626693726
176,0.9764407873153687
177,0.9655485153198242
178,0.9746733903884888
179,0.9301789999008179
180,0.9713449478149414
181,0.9762964248657227
