ID,Data Set,GlobalID,CITY,HOST_LATIN_NAME,HOST_COMMON_NAME,REPRODUCTIVE_HOST,Diameter at Breast Hight_INCHES,HEIGHT_FEET,INFESTATION_LEVEL,DIEBACK,PRIORITY_FOR_REMOVAL,Sample Date,x,y
593,3,,Los Angeles,Acer palmatum,Japanese maple,N,,,Low,1-10%,,7/26/21,-118.268134,34.102043
594,3,,Los Angeles,Platanus racemosa,California sycamore,Y,,,Severe,>30%,,7/26/21,-118.429405,34.072909
595,3,,Studio City,Platanus racemosa,California sycamore,Y,,,Severe,>30%,,7/26/21,-118.394455,34.144486
596,3,,Calabasas,Platanus x hispanica,London plane,Y,,,Low,1-10%,,7/26/21,-118.640231,34.150446
597,3,,Burbank,,Avocado,N,,,Low,1-10%,,7/26/21,-118.317065,34.106736
598,3,,Los Angeles,Platanus x hispanica,London plane,Y,,,Low,1-10%,,7/26/21,-118.350077,34.080652
599,3,,Cerritos,Platanus x hispanica,London plane,Y,,,Severe,Dead,,7/26/21,-118.108295,33.864136
600,3,,Malibu,Platanus racemosa,California sycamore,Y,,,Moderate,1-10%,,7/26/21,-118.81317,34.025911
601,3,,Glendale,Platanus racemosa,California sycamore,Y,,,Severe,>30%,,7/26/21,-118.258478,34.226101
602,3,,Sherman Oaks,Platanus x hispanica,London plane,Y,,,Severe,>30%,,7/26/21,-118.426867,34.170992
603,3,,Topanga,Platanus racemosa,California sycamore,Y,,,Moderate,1-10%,,7/26/21,-118.629212,34.110657
604,3,,Studio City,Populus fremontii,Fremont cottonwood,Y,,,Moderate,1-10%,,7/26/21,-118.395352,34.146302
605,3,19TP50000844,,Platanus x hispanica,London plane,Y,,,Heavy,20-30%,,12/30/20,-118.203401,34.100101
606,3,19TP50000839,Agoura Hills,Platanus racemosa,California sycamore,Y,,,Low,1-10%,,12/17/20,-118.739033,34.146581
607,3,,Calabasas,Salix laevigata,Red willow,Y,,,Heavy,>30%,,12/17/20,-118.6162933,34.144019
608,3,,San Dimas,Platanus x hispanica,London plane,Y,,,Severe,Dead,,12/17/20,-117.806749,34.111714
609,3,,Calabasas,Platanus x hispanica,London plane,Y,,,Low,1-10%,,12/17/20,-118.710833,34.142722
